PeakID	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
23358	chr4	87164024	87164093	+	0	NA	intron (NM_138982, intron 2 of 13)	-intron (NM_002753, intron 2 of 13)	117317	NM_138980	MAPK10	NM_138982			MAPK10			
2968	chr10	132017427	132017465	+	0	NA	Intergenic	Intergenic	82807	NM_006541	GLRX3	NM_006541			GLRX3			
2278	chr1	6218258	6218387	+	0	NA	intron (NM_015557, intron 3 of 41)	-intron (NM_015557, intron 3 of 41)	21872	NM_015557	CHD5	NM_015557			CHD5			
16717	chr2	200938731	200938842	+	0	NA	Intergenic	Intergenic	-118327	NR_004862	TYW5	NR_004862			TYW5			
9575	chr16	1145996	1146160	+	0	NA	intron (NM_207419, intron 1 of 4)	-intron (NM_207419, intron 1 of 4)	166	NM_207419	C1QTNF8	NM_207419			C1QTNF8			
10124	chr16	326455	326590	+	0	NA	promoter-TSS (NM_003834)	-promoter-TSS (NM_003834)	-608	NM_003834	RGS11	NM_183337			RGS11			
20586	chr3	115927841	115927966	+	0	NA	intron (NM_002338, intron 1 of 6)	-intron (NM_002338, intron 1 of 6)	236482	NM_002338	LSAMP	NM_002338			LSAMP			
14509	chr19	3293339	3293427	+	0	NA	exon (NM_001172673, exon 12 of 12)	-exon (NM_001172673, exon 12 of 12)	-66178	NM_205843	NFIC	NM_001245005			NFIC			
2415	chr1	7624261	7624369	+	0	NA	intron (NM_015215, intron 6 of 22)	-intron (NM_015215, intron 6 of 22)	-207014	NM_004781	VAMP3	NM_004781			VAMP3			
8788	chr15	29752694	29752759	+	0	NA	intron (NM_015307, intron 1 of 10)	-intron (NM_015307, intron 1 of 10)	110201	NM_015307	FAM189A1	NM_015307			FAM189A1			
1913	chr1	3515481	3515535	+	0	NA	intron (NM_001409, intron 2 of 36)	-intron (NM_001409, intron 2 of 36)	12551	NM_001409	MEGF6	NM_001409			MEGF6			
22459	chr4	168764090	168764223	+	0	NA	Intergenic	Intergenic	-249532	NM_007193	ANXA10	NM_007193			ANXA10			
24281	chr5	177123078	177123193	+	0	NA	Intergenic	Intergenic	-23857	NR_026921	LOC202181	NR_026921			LOC202181			
12911	chr17	79094422	79094492	+	0	NA	exon (NM_001080395, exon 11 of 14)	-exon (NM_001080395, exon 11 of 14)	4716	NR_030394	MIR657	NR_030394			MIR657			
4885	chr11	46625781	46625851	+	0	NA	intron (NM_173811, intron 2 of 2)	-intron (NM_173811, intron 2 of 2)	-12902	NM_017749	AMBRA1	NM_017749			AMBRA1			
14033	chr19	16150533	16150617	+	0	NA	intron (NR_024336, intron 3 of 3)	-intron (NR_024335, intron 4 of 4)	5286	NR_024336	FLJ25328	NR_024335			FLJ25328			
22001	chr4	100571544	100571621	+	0	NA	Intergenic	Intergenic	86342	NM_000253	MTTP	NM_000253			MTTP			
2787	chr10	120542556	120542598	+	0	NA	Intergenic	Intergenic	-27819	NM_153810	C10orf46	NM_153810			C10orf46			
7460	chr13	36274475	36274540	+	0	NA	intron (NR_031646, intron 3 of 4)	-intron (NR_031646, intron 3 of 4)	155491	NM_001195430	DCLK1	NM_001195415			DCLK1			
25487	chr6	151840803	151840885	+	0	NA	intron (NM_025059, intron 1 of 10)	-intron (NM_025059, intron 1 of 10)	25669	NM_025059	C6orf97	NM_025059			C6orf97			
11919	chr17	43437841	43437962	+	0	NA	Intergenic	Intergenic	-43487	NM_003954	MAP3K14	NM_003954			MAP3K14			
19159	chr21	43442864	43442984	+	0	NA	intron (NR_027273, intron 1 of 1)	-intron (NR_027273, intron 1 of 1)	811	NR_027273	ZNF295-AS1	NR_027273			ZNF295-AS1			
3019	chr10	133955458	133955578	+	0	NA	exon (NM_001105521, exon 10 of 24)	-exon (NM_001105521, exon 10 of 24)	37205	NM_001105521	JAKMIP3	NM_001105521			JAKMIP3			
28396	chr7	99723666	99723732	+	0	NA	promoter-TSS (NM_203397)	-promoter-TSS (NM_203397)	-621	NM_203397	MBLAC1	NM_203397			MBLAC1			
30973	chr9	140772503	140772572	+	0	NA	exon (NM_000718, exon 1 of 46)	-exon (NM_000718, exon 1 of 46)	296	NM_001243812	CACNA1B	NM_001243812			CACNA1B			
31279	chr9	84423911	84424043	+	0	NA	Intergenic	Intergenic	-104375	NR_026851	FAM75D5	NR_026851			FAM75D5			
18342	chr20	45716731	45716820	+	0	NA	intron (NM_172110, intron 7 of 13)	-intron (NM_005244, intron 7 of 15)	-78834	NR_037410	MIR3616	NR_037410			MIR3616			
5265	chr11	67811543	67811640	+	0	NA	intron (NM_006053, intron 3 of 14)	-intron (NM_006019, intron 8 of 19)	1144	NM_006053	TCIRG1	NM_006053			TCIRG1			
1402	chr1	22987524	22987611	+	0	NA	exon (NM_000491, exon 3 of 3)	-exon (NM_000491, exon 3 of 3)	7885	NM_000491	C1QB	NM_000491			C1QB			
19756	chr22	25466113	25466206	+	0	NA	intron (NM_001145206, intron 4 of 10)	-intron (NM_001145206, intron 4 of 10)	42218	NM_001145206	KIAA1671	NM_001145206			KIAA1671			
4722	chr11	3152129	3152235	+	0	NA	intron (NM_145638, intron 1 of 20)	-intron (NM_001144063, intron 1 of 20)	34400	NM_001144063	OSBPL5	NM_020896			OSBPL5			
16530	chr2	165000001	165000080	+	0	NA	Intergenic	Intergenic	-407527	NM_018086	FIGN	NM_018086			FIGN			
19683	chr22	23162122	23162200	+	0	NA	Intergenic	Intergenic	-3109	NR_030755	MIR650	NR_030755			MIR650			
8918	chr15	46131572	46131638	+	0	NA	Intergenic	Intergenic	204349	NM_021199	SQRDL	NM_021199			SQRDL			
21057	chr3	156534774	156534834	+	0	NA	promoter-TSS (NR_038387)	-promoter-TSS (NR_038387)	47	NR_038387	LOC730091	NR_038387			LOC730091			
6686	chr12	54785130	54785185	+	0	NA	promoter-TSS (NM_001130967)	-promoter-TSS (NM_001130967)	-74	NM_001130967	ZNF385A	NM_001130968			ZNF385A			
14328	chr19	2251519	2251609	+	0	NA	TTS (NM_144616)	-TTS (NM_144616)	926	NR_036207	MIR4321	NR_036207			MIR4321			
30058	chr9	118353579	118353711	+	0	NA	Intergenic	Intergenic	333732	NR_024032	LINC00474	NR_024032			LINC00474			
23852	chr5	140793330	140793472	+	0	NA	exon (NM_018913, exon 1 of 4)	-exon (NM_018913, exon 1 of 4)	658	NM_018913	PCDHGA10	NM_018913			PCDHGA10			
460	chr1	15504933	15505016	+	0	NA	intron (NM_018022, intron 1 of 2)	-intron (NM_001136216, intron 1 of 3)	24745	NM_018022	TMEM51	NM_001136216			TMEM51			
8965	chr15	56064913	56065047	+	0	NA	Intergenic	Intergenic	-29803	NM_173814	PRTG	NM_173814			PRTG			
17541	chr2	45165947	45166083	+	0	NA	Intergenic	Intergenic	-3022	NM_005413	SIX3	NM_005413			SIX3			
30463	chr9	136252381	136252451	+	0	NA	intron (NM_153710, intron 4 of 17)	-intron (NM_153710, intron 4 of 17)	9132	NM_153710	C9orf96	NM_153710			C9orf96			
5622	chr12	101856097	101856194	+	0	NA	Intergenic	Intergenic	-15190	NM_152323	SPIC	NM_152323			SPIC			
10165	chr16	3464070	3464214	+	0	NA	Intergenic	Intergenic	12952	NM_003450	ZNF174	NM_003450			ZNF174			
22611	chr4	185876237	185876282	+	0	NA	Intergenic	Intergenic	-55644	NR_039977	LOC100506229	NR_039976			LOC100506229			
10045	chr16	30837944	30838010	+	0	NA	Intergenic	Intergenic	-39454	NM_001080417	ZNF629	NM_001080417			ZNF629			
22312	chr4	153437194	153437239	+	0	NA	intron (NM_033632, intron 1 of 11)	-intron (NM_033632, intron 1 of 11)	18956	NM_033632	FBXW7	NM_001013415			FBXW7			
21950	chr3	8835326	8835457	+	0	NA	Intergenic	Intergenic	-24091	NM_000916	OXTR	NM_000916			OXTR			
5422	chr11	722231	722271	+	0	NA	intron (NM_022772, intron 12 of 20)	-intron (NM_022772, intron 12 of 20)	16131	NM_022772	EPS8L2	NM_022772			EPS8L2			
21714	chr3	51741196	51741320	+	0	NA	intron (NM_001130063, intron 1 of 3)	-intron (NM_000839, intron 1 of 5)	177	NM_001130063	GRM2	NM_000839			GRM2			
20368	chr22	49277195	49277275	+	0	NA	intron (NR_038944, intron 1 of 6)	-intron (NR_038944, intron 1 of 6)	14653	NR_038944	LOC100128946	NR_038944			LOC100128946			
10578	chr16	71660189	71660245	+	0	NA	exon (NM_001017967, exon 1 of 3)	-exon (NM_001017967, exon 1 of 3)	147	NM_001017967	MARVELD3	NM_052858			MARVELD3			
6542	chr12	48914504	48914618	+	0	NA	Intergenic	Intergenic	-4854	NM_001005203	OR8S1	NM_001005203			OR8S1			
6662	chr12	53895390	53895435	+	0	NA	promoter-TSS (NM_134324)	-promoter-TSS (NM_134324)	35	NM_134324	TARBP2	NM_134323			TARBP2			
30317	chr9	133355334	133355431	+	0	NA	intron (NM_054012, intron 10 of 14)	-intron (NM_000050, intron 11 of 15)	35288	NM_054012	ASS1	NM_000050			ASS1			
24113	chr5	171020633	171020695	+	0	NA	Intergenic	Intergenic	173997	NM_003862	FGF18	NM_003862			FGF18			
6116	chr12	132330690	132330833	+	0	NA	intron (NM_016155, intron 8 of 9)	-intron (NM_016155, intron 8 of 9)	17820	NM_016155	MMP17	NM_016155			MMP17			
18690	chr20	61146953	61147079	+	0	NA	promoter-TSS (NM_178463)	-promoter-TSS (NM_178463)	-644	NM_178463	C20orf166	NM_178463			C20orf166			
17261	chr2	242143872	242143961	+	0	NA	intron (NM_001001891, intron 9 of 24)	-intron (NM_001001891, intron 9 of 24)	15992	NM_001001666	ANO7	NM_001001666			ANO7			
28626	chr8	124865556	124865689	+	0	NA	intron (NM_001039112, intron 1 of 40)	-intron (NM_001039112, intron 1 of 40)	1395	NM_001039112	FER1L6	NM_001039112			FER1L6			
4122	chr11	117299195	117299240	+	0	NA	exon (NM_020693, exon 33 of 33)	-exon (NM_020693, exon 33 of 33)	100646	NM_014956	CEP164	NM_014956			CEP164			
28002	chr7	5611572	5611640	+	0	NA	Intergenic	Intergenic	-20830	NM_003088	FSCN1	NM_003088			FSCN1			
7121	chr13	112321302	112321425	+	0	NA	Intergenic	Intergenic	348348	NM_152324	TEX29	NM_152324			TEX29			
12799	chr17	77691873	77691947	+	0	NA	Intergenic	Intergenic	-10852	NR_039893	MIR4739	NR_039893			MIR4739			
21435	chr3	23852450	23852506	+	0	NA	intron (NM_001202476, intron 1 of 4)	-intron (NM_001202476, intron 1 of 4)	544	NM_001202476	UBE2E1	NM_003341			UBE2E1			
15994	chr2	105460131	105460228	+	0	NA	intron (NR_037883, intron 1 of 3)	-intron (NR_037883, intron 1 of 3)	7755	NR_037883	LOC100506421	NR_037883			LOC100506421			
7772	chr14	100626264	100626311	+	0	NA	promoter-TSS (NM_206918)	-promoter-TSS (NM_206918)	-275	NM_206918	DEGS2	NM_206918			DEGS2			
506	chr1	156831081	156831166	+	0	NA	intron (NM_002529, intron 1 of 16)	-intron (NM_001007792, intron 2 of 16)	452	NM_001012331	NTRK1	NM_001012331			NTRK1			
11815	chr17	39977909	39977958	+	0	NA	exon (NM_021939, exon 9 of 10)	-exon (NM_021939, exon 9 of 10)	8971	NM_021939	FKBP10	NM_021939			FKBP10			
23198	chr4	7496534	7496588	+	0	NA	intron (NM_020777, intron 2 of 26)	-intron (NM_020777, intron 2 of 26)	34806	NR_036238	MIR4274	NR_036238			MIR4274			
29014	chr8	144468729	144468777	+	0	NA	Intergenic	Intergenic	17728	NM_052924	RHPN1	NM_052924			RHPN1			
29148	chr8	15303765	15303840	+	0	NA	Intergenic	Intergenic	-93794	NM_178234	TUSC3	NM_178234			TUSC3			
3364	chr10	28968929	28969062	+	0	NA	intron (NM_012342, intron 1 of 2)	-intron (NM_012342, intron 1 of 2)	2571	NM_012342	BAMBI	NM_012342			BAMBI			
117	chr1	110713031	110713123	+	0	NA	intron (NM_001010898, intron 2 of 11)	-intron (NM_001010898, intron 2 of 11)	19945	NM_001010898	SLC6A17	NM_001010898			SLC6A17			
30802	chr9	139734978	139735104	+	0	NA	exon (NM_001173988, exon 15 of 15)	-exon (NM_001173988, exon 15 of 15)	-3826	NM_001080482	C9orf172	NM_001080482			C9orf172			
18179	chr20	34653094	34653152	+	0	NA	Intergenic	Intergenic	-14241	NR_027451	LOC647979	NR_027451			LOC647979			
18294	chr20	42898061	42898127	+	0	NA	intron (NR_046353, intron 3 of 3)	-intron (NM_001256737, intron 5 of 5)	22196	NM_001256739	GDAP1L1	NM_001256738			GDAP1L1			
26501	chr6	71976291	71976392	+	0	NA	Intergenic	Intergenic	-22136	NM_024576	OGFRL1	NM_024576			OGFRL1			
28764	chr8	141133255	141133369	+	0	NA	intron (NM_031466, intron 17 of 22)	-intron (NM_001160372, intron 17 of 22)	334549	NM_001160372	TRAPPC9	NM_001160372			TRAPPC9			
19630	chr22	20249851	20249893	+	0	NA	intron (NM_023004, intron 1 of 1)	-intron (NM_023004, intron 1 of 1)	5944	NM_023004	RTN4R	NM_023004			RTN4R			
8849	chr15	37172486	37172556	+	0	NA	intron (NR_024264, intron 3 of 6)	-intron (NR_024264, intron 3 of 6)	6213	NR_024264	LOC145845	NR_024264			LOC145845			
18789	chr20	61781697	61781784	+	0	NA	Intergenic	Intergenic	-28112	NR_029670	MIR124-3	NR_029670			MIR124-3			
28878	chr8	143407339	143407431	+	0	NA	intron (NM_145003, intron 6 of 13)	-intron (NM_145003, intron 6 of 13)	77158	NM_145003	TSNARE1	NM_145003			TSNARE1			
23716	chr5	133482003	133482084	+	0	NA	exon (NM_001134851, exon 9 of 9)	-exon (NM_001134851, exon 9 of 9)	30681	NM_170679	SKP1	NM_006930			SKP1			
6398	chr12	33592301	33592378	+	0	NA	exon (NM_198992, exon 1 of 7)	-exon (NM_198992, exon 1 of 7)	415	NM_198992	SYT10	NM_198992			SYT10			
21819	chr3	64872766	64872900	+	0	NA	intron (NR_038264, intron 4 of 5)	-intron (NR_030317, intron 3 of 3)	167150	NR_030317	MIR548A2	NR_030317			MIR548A2			
20763	chr3	128202295	128202432	+	0	NA	intron (NM_032638, intron 4 of 5)	-intron (NM_001145661, intron 5 of 6)	4401	NM_001145662	GATA2	NM_001145661			GATA2			
5461	chr11	751652	751742	+	0	NA	intron (NM_006755, intron 1 of 7)	-intron (NM_006755, intron 1 of 7)	4265	NM_006755	TALDO1	NM_006755			TALDO1			
2519	chr1	920356	920419	+	0	NA	Intergenic	Intergenic	-2914	NR_027693	C1orf170	NR_027693			C1orf170			
31836	chrX	153040152	153040226	+	0	NA	exon (NM_001163257, exon 24 of 37)	-exon (NM_001163257, exon 24 of 37)	-6267	NM_001170761	SRPK3	NM_001170760			SRPK3			
26938	chr7	1322767	1322839	+	0	NA	Intergenic	Intergenic	50149	NM_001080461	UNCX	NM_001080461			UNCX			
6337	chr12	2633788	2633834	+	0	NA	intron (NM_199460, intron 9 of 49)	-intron (NM_000719, intron 9 of 46)	166512	NR_045725	LOC100652846	NR_045725			LOC100652846			
30448	chr9	136062908	136063049	+	0	NA	Intergenic	Intergenic	21650	NM_014581	OBP2B	NM_014581			OBP2B			
16939	chr2	232330080	232330147	+	0	NA	promoter-TSS (NM_005381)	-promoter-TSS (NM_005381)	-908	NM_005381	NCL	NM_005381			NCL			
24740	chr5	45696156	45696198	+	0	NA	promoter-TSS (NM_021072)	-promoter-TSS (NM_021072)	43	NM_021072	HCN1	NM_021072			HCN1			
26878	chr7	128700526	128700658	+	0	NA	Intergenic	Intergenic	5315	NR_002187	TPI1P2	NR_002187			TPI1P2			
8018	chr14	105627739	105627852	+	0	NA	intron (NM_145159, intron 2 of 24)	-intron (NM_002226, intron 2 of 25)	7366	NM_002226	JAG2	NM_002226			JAG2			
26303	chr6	41591638	41591770	+	0	NA	Intergenic	Intergenic	-14491	NM_005586	MDFI	NM_005586			MDFI			
15644	chr19	58572217	58572352	+	0	NA	intron (NM_003436, intron 2 of 4)	-intron (NM_001164527, intron 1 of 2)	1677	NM_001164530	ZNF135	NM_003436			ZNF135			
30054	chr9	117180295	117180437	+	0	NA	intron (NM_015404, intron 7 of 11)	-intron (NM_001083885, intron 7 of 11)	-23681	NM_030767	AKNA	NM_030767			AKNA			
31256	chr9	82526844	82526918	+	0	NA	Intergenic	Intergenic	340003	NM_007005	TLE4	NM_007005			TLE4			
9463	chr15	96953142	96953291	+	0	NA	Intergenic	Intergenic	76647	NM_001145157	NR2F2	NM_001145155			NR2F2			
30734	chr9	139405048	139405109	+	0	NA	intron (NM_017617, intron 17 of 33)	-intron (NM_017617, intron 17 of 33)	9000	NR_039820	MIR4673	NR_039820			MIR4673			
17697	chr2	7057249	7057419	+	0	NA	promoter-TSS (NM_014746)	-promoter-TSS (NM_014746)	-189	NM_014746	RNF144A	NM_014746			RNF144A			
9660	chr16	12974478	12974544	+	0	NA	Intergenic	Intergenic	-20966	NM_001145204	SHISA9	NM_001145204			SHISA9			
32182	chrX	68302485	68302556	+	0	NA	Intergenic	Intergenic	82845	NM_022368	PJA1	NM_001032396			PJA1			
15156	chr19	46998843	46998902	+	0	NA	exon (NM_020709, exon 1 of 1)	-exon (NM_020709, exon 1 of 1)	297	NM_020709	PNMAL2	NM_020709			PNMAL2			
30980	chr9	140911778	140911926	+	0	NA	intron (NM_001243812, intron 18 of 45)	-intron (NM_000718, intron 18 of 45)	-132713	NR_027156	TUBBP5	NR_027156			TUBBP5			
25561	chr6	159796736	159796863	+	0	NA	Intergenic	Intergenic	206370	NM_032532	FNDC1	NM_032532			FNDC1			
28155	chr7	73020350	73020417	+	0	NA	exon (NM_032951, exon 6 of 17)	-exon (NM_032951, exon 6 of 17)	18487	NM_032951	MLXIPL	NM_032951			MLXIPL			
25378	chr6	137814430	137814472	+	0	NA	exon (NM_175747, exon 1 of 1)	-exon (NM_175747, exon 1 of 1)	1080	NM_175747	OLIG3	NM_175747			OLIG3			
30873	chr9	140127900	140128029	+	0	NA	intron (NM_080877, intron 7 of 12)	-intron (NM_001177316, intron 7 of 12)	2579	NM_080877	SLC34A3	NM_001177317			SLC34A3			
6767	chr12	6436977	6437020	+	0	NA	TTS (NM_001065)	-TTS (NM_001065)	14285	NM_001065	TNFRSF1A	NM_001065			TNFRSF1A			
1092	chr1	20492570	20492671	+	0	NA	intron (NM_001105572, intron 2 of 2)	-intron (NM_001105572, intron 2 of 2)	9067	NM_001105572	PLA2G2C	NM_001105572			PLA2G2C			
14602	chr19	35571803	35571934	+	0	NA	intron (NR_024561, intron 2 of 3)	-intron (NR_024561, intron 2 of 3)	25307	NR_024561	LOC100128675	NR_024562			LOC100128675			
31199	chr9	73533	73579	+	0	NA	Intergenic	Intergenic	-37692	NR_026822	FAM138C	NR_026822			FAM138C			
5639	chr12	104136962	104137095	+	0	NA	intron (NM_017564, intron 56 of 68)	-intron (NM_017564, intron 56 of 68)	97947	NM_001031701	NT5DC3	NM_001031701			NT5DC3			
24686	chr5	36561312	36561444	+	0	NA	Intergenic	Intergenic	-45079	NM_001166696	SLC1A3	NM_001166695			SLC1A3			
21332	chr3	193854244	193854356	+	0	NA	intron (NM_005524, intron 1 of 3)	-intron (NM_005524, intron 1 of 3)	369	NM_005524	HES1	NM_005524			HES1			
29889	chr8	9764066	9764109	+	0	NA	Intergenic	Intergenic	-3105	NR_029668	MIR124-1	NR_029668			MIR124-1			
2250	chr1	59763217	59763350	+	0	NA	intron (NM_018291, intron 1 of 15)	-intron (NM_001113411, intron 1 of 16)	658	NM_018291	FGGY	NM_001113411			FGGY			
12129	chr17	55395983	55396027	+	0	NA	intron (NM_170721, intron 4 of 9)	-intron (NM_138962, intron 5 of 13)	61631	NM_170721	MSI2	NM_170721			MSI2			
5137	chr11	64789410	64789484	+	0	NA	exon (NM_001199745, exon 4 of 4)	-exon (NM_001199745, exon 4 of 4)	-5433	NM_013306	SNX15	NM_147777			SNX15			
25155	chr6	10113661	10113748	+	0	NA	Intergenic	Intergenic	-298847	NR_033910	LOC100130275	NR_033910			LOC100130275			
27353	chr7	157306856	157306906	+	0	NA	Intergenic	Intergenic	60233	NR_029689	MIR153-2	NR_029689			MIR153-2			
287	chr1	1268929	1268984	+	0	NA	exon (NM_152228, exon 6 of 6)	-exon (NM_152228, exon 6 of 6)	2230	NM_152228	TAS1R3	NM_152228			TAS1R3			
30019	chr9	114392849	114392918	+	0	NA	promoter-TSS (NM_001015882)	-promoter-TSS (NM_001015882)	-749	NM_001015882	DNAJC25	NM_001015882			DNAJC25			
4016	chr11	105480738	105480777	+	0	NA	promoter-TSS (NM_000829)	-promoter-TSS (NM_000829)	-43	NM_001077243	GRIA4	NM_000829			GRIA4			
14139	chr19	18029169	18029247	+	0	NA	Intergenic	Intergenic	-14616	NM_001136203	CCDC124	NM_138442			CCDC124			
16293	chr2	130669344	130669509	+	0	NA	Intergenic	Intergenic	22464	NR_026740	LOC389033	NR_026740			LOC389033			
421	chr1	15347881	15347985	+	0	NA	intron (NM_201628, intron 2 of 14)	-intron (NM_001017999, intron 2 of 7)	75518	NM_001017999	KAZN	NM_001018001			KAZN			
8901	chr15	44859272	44859404	+	0	NA	intron (NM_025137, intron 36 of 39)	-intron (NM_001160227, intron 34 of 37)	30072	NM_003758	EIF3J	NM_003758			EIF3J			
6004	chr12	125803733	125803790	+	0	NA	Intergenic	Intergenic	-7401	NM_052907	TMEM132B	NM_052907			TMEM132B			
31046	chr9	27710224	27710356	+	0	NA	Intergenic	Intergenic	-136426	NM_001256054	C9orf72	NM_018325			C9orf72			
24009	chr5	156699302	156699361	+	0	NA	intron (NM_014376, intron 1 of 30)	-intron (NM_001037332, intron 1 of 30)	2969	NM_014376	CYFIP2	NM_014376			CYFIP2			
17614	chr2	5887905	5887944	+	0	NA	Intergenic	Intergenic	55125	NM_003108	SOX11	NM_003108			SOX11			
28106	chr7	67547651	67547764	+	0	NA	Intergenic	Intergenic	780082	NR_040585	STAG3L4	NR_040586			STAG3L4			
25754	chr6	168492248	168492342	+	0	NA	Intergenic	Intergenic	-12456	NM_024919	FRMD1	NM_001122841			FRMD1			
16175	chr2	121479901	121480001	+	0	NA	Intergenic	Intergenic	-74916	NM_005270	GLI2	NM_005270			GLI2			
1640	chr1	2706054	2706109	+	0	NA	exon (NM_001242672, exon 1 of 7)	-exon (NM_001242672, exon 1 of 7)	149	NM_001242672	TTC34	NM_001242672			TTC34			
26331	chr6	42248078	42248203	+	0	NA	intron (NM_033502, intron 4 of 17)	-intron (NM_033502, intron 4 of 17)	-62507	NM_018141	MRPS10	NM_018141			MRPS10			
18130	chr20	31210628	31210732	+	0	NA	Intergenic	Intergenic	29103	NM_182584	C20orf203	NM_182584			C20orf203			
31907	chrX	18236083	18236146	+	0	NA	intron (NM_153346, intron 1 of 13)	-intron (NM_001184767, intron 1 of 10)	2910	NM_153346	BEND2	NM_001184767			BEND2			
2806	chr10	122833913	122833981	+	0	NA	Intergenic	Intergenic	-223256	NR_033850	LOC283089	NR_033850			LOC283089			
11828	chr17	40273570	40273703	+	0	NA	promoter-TSS (NM_021078)	-promoter-TSS (NM_021078)	-254	NM_021078	KAT2A	NM_021078			KAT2A			
22536	chr4	1788635	1788784	+	0	NA	Intergenic	Intergenic	-6330	NM_001163213	FGFR3	NM_000142			FGFR3			
25577	chr6	160769020	160769123	+	0	NA	promoter-TSS (NM_021977)	-promoter-TSS (NM_021977)	-354	NM_021977	SLC22A3	NM_021977			SLC22A3			
6127	chr12	132627711	132627869	+	0	NA	intron (NM_175066, intron 2 of 14)	-intron (NM_175066, intron 2 of 14)	1090	NM_175066	DDX51	NM_175066			DDX51			
7672	chr13	85637604	85637670	+	0	NA	Intergenic	Intergenic	735846	NM_032229	SLITRK6	NM_032229			SLITRK6			
16904	chr2	228656279	228656345	+	0	NA	Intergenic	Intergenic	-22246	NM_001130046	CCL20	NM_001130046			CCL20			
19585	chr22	19706093	19706194	+	0	NA	exon (NM_001009939, exon 1 of 11)	-exon (NM_001009939, exon 1 of 11)	151	NR_037612	SEPT5-GP1BB	NR_037611			SEPT5-GP1BB			
17448	chr2	34375067	34375133	+	0	NA	Intergenic	Intergenic	-421816	NR_003143	MYADML	NR_003143			MYADML			
7387	chr13	27663323	27663449	+	0	NA	intron (NM_182488, intron 6 of 8)	-intron (NM_182488, intron 6 of 8)	82647	NM_182488	USP12	NM_182488			USP12			
4938	chr11	555829	555891	+	0	NA	TTS (NM_198075)	-TTS (NM_198075)	4919	NM_173573	C11orf35	NM_173573			C11orf35			
9251	chr15	78632913	78632960	+	0	NA	intron (NM_004378, intron 1 of 3)	-intron (NM_004378, intron 1 of 3)	270	NM_004378	CRABP1	NM_004378			CRABP1			
7354	chr13	25197554	25197634	+	0	NA	Intergenic	Intergenic	43248	NR_002815	TPTE2P6	NR_002815			TPTE2P6			
13982	chr19	14701294	14701359	+	0	NA	intron (NM_207390, intron 3 of 12)	-intron (NM_001204118, intron 3 of 13)	7430	NM_207390	CLEC17A	NM_207390			CLEC17A			
13176	chr17	933932	934054	+	0	NA	intron (NM_021962, intron 16 of 22)	-intron (NM_001092, intron 15 of 21)	-8194	NR_036148	MIR3183	NR_036148			MIR3183			
12007	chr17	4651568	4651682	+	0	NA	Intergenic	Intergenic	8288	NM_032265	ZMYND15	NM_001136046			ZMYND15			
18795	chr20	61848053	61848101	+	0	NA	promoter-TSS (NM_017798)	-promoter-TSS (NM_017798)	-539	NM_017798	YTHDF1	NM_017798			YTHDF1			
23249	chr4	79469351	79469397	+	0	NA	Intergenic	Intergenic	-3368	NM_005139	ANXA3	NM_005139			ANXA3			
4256	chr11	1250893	1251003	+	0	NA	exon (NM_002458, exon 10 of 49)	-exon (NM_002458, exon 10 of 49)	6653	NM_002458	MUC5B	NM_002458			MUC5B			
