,PeakID,Chr,Start,End,Strand,Peak Score,Focus Ratio/Region Size,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Unigene,Nearest Refseq,Nearest Ensembl,Gene Name,Gene Alias,Gene Description,Gene Type
12987,22009,chr5,37840573,37840645,+,0,,promoter-TSS (NM_000514),-promoter-TSS (NM_000514),-827,NM_000514,GDNF,NM_001190469,,,GDNF,,,
12988,477,chr1,16312146,16312201,+,0,,Intergenic,Intergenic,-9546,NM_001242884,ZBTB17,NM_001242884,,,ZBTB17,,,
12989,25243,chr8,114409772,114409902,+,0,,"intron (NM_198123, intron 1 of 70)","-intron (NM_052900, intron 1 of 68)",-20455,NM_198124,CSMD3,NM_052900,,,CSMD3,,,
12990,3841,chr11,134571770,134571818,+,0,,Intergenic,Intergenic,265418,NR_033852,LOC283177,NR_033852,,,LOC283177,,,
12991,16276,chr20,58158589,58158673,+,0,,"intron (NM_001199505, intron 1 of 12)","-intron (NM_001199505, intron 1 of 12)",6067,NM_001199505,PHACTR3,NM_183244,,,PHACTR3,,,
12992,1225,chr1,25048128,25048337,+,0,,Intergenic,Intergenic,-23528,NM_013943,CLIC4,NM_013943,,,CLIC4,,,
12993,25961,chr8,25766339,25766447,+,0,,"intron (NM_022659, intron 6 of 15)","-intron (NM_022659, intron 6 of 15)",136247,NM_022659,EBF2,NM_022659,,,EBF2,,,
12994,16997,chr21,46130905,46130984,+,0,,"intron (NM_144991, intron 1 of 11)","-intron (NM_144991, intron 1 of 11)",551,NM_144991,TSPEAR,NM_144991,,,TSPEAR,,,
12995,21411,chr5,174226221,174226297,+,0,,Intergenic,Intergenic,47522,NR_039777,MIR4634,NR_039777,,,MIR4634,,,
12996,3241,chr10,73221939,73221981,+,0,,"intron (NM_052836, intron 3 of 12)","-intron (NM_001171930, intron 3 of 30)",65269,NM_001171931,CDH23,NM_001171933,,,CDH23,,,
12997,18290,chr3,136525157,136525267,+,0,,Intergenic,Intergenic,-12649,NM_001097600,TMEM22,NM_001097600,,,TMEM22,,,
12998,20540,chr4,82998684,82998759,+,0,,Intergenic,Intergenic,296428,NM_002138,HNRNPD,NM_031370,,,HNRNPD,,,
12999,20793,chr5,1140725,1140838,+,0,,Intergenic,Intergenic,-28609,NM_006598,SLC12A7,NM_006598,,,SLC12A7,,,
13000,22118,chr5,532830,532882,+,0,,Intergenic,Intergenic,3141,NR_039661,MIR4456,NR_039661,,,MIR4456,,,
13001,2150,chr10,105253258,105253341,+,0,,promoter-TSS (NM_004210),-promoter-TSS (NM_004210),-436,NM_004210,NEURL,NM_004210,,,NEURL,,,
13002,12379,chr19,1753958,1754062,+,0,,"exon (NM_001080488, exon 1 of 2)","-exon (NM_001080488, exon 1 of 2)",348,NM_001080488,ONECUT3,NM_001080488,,,ONECUT3,,,
13003,5092,chr12,111769606,111769739,+,0,,"intron (NM_015267, intron 18 of 21)","-intron (NM_015267, intron 18 of 21)",37253,NM_001177997,FAM109A,NM_144671,,,FAM109A,,,
13004,1549,chr1,3519084,3519208,+,0,,"exon (NM_001409, exon 2 of 37)","-exon (NM_001409, exon 2 of 37)",8913,NM_001409,MEGF6,NM_001409,,,MEGF6,,,
13005,16633,chr20,825409,825470,+,0,,"exon (NM_001042353, exon 2 of 2)","-exon (NM_001042353, exon 2 of 2)",154,NM_031424,FAM110A,NM_031424,,,FAM110A,,,
13006,18012,chr3,104844134,104844217,+,0,,Intergenic,Intergenic,-241382,NM_001243281,ALCAM,NM_001243280,,,ALCAM,,,
13007,4960,chr11,96792816,96792883,+,0,,Intergenic,Intergenic,669691,NM_003772,JRKL,NM_003772,,,JRKL,,,
13008,4935,chr11,89997167,89997299,+,0,,Intergenic,Intergenic,-40701,NM_012124,CHORDC1,NM_012124,,,CHORDC1,,,
13009,24117,chr7,153972025,153972171,+,0,,"intron (NM_130797, intron 1 of 25)","-intron (NM_001039350, intron 1 of 25)",-30249,NM_001936,DPP6,NM_001039350,,,DPP6,,,
13010,7603,chr14,48514018,48514084,+,0,,Intergenic,Intergenic,-249834,NR_039996,LOC100506433,NR_039996,,,LOC100506433,,,
13011,26692,chr9,123135174,123135251,+,0,,Intergenic,Intergenic,-127884,NR_029604,MIR147A,NR_029604,,,MIR147A,,,
13012,23688,chr7,1130968,1131109,+,0,,"intron (NM_001098201, intron 1 of 1)","-intron (NM_001039966, intron 2 of 2)",3315,NM_001098201,GPER,NM_001098201,,,GPER,,,
13013,26607,chr9,106654604,106654699,+,0,,Intergenic,Intergenic,-201890,NM_001042551,SMC2,NM_001042551,,,SMC2,,,
13014,21028,chr5,136434534,136434605,+,0,,"intron (NM_004598, intron 5 of 10)","-intron (NM_004598, intron 5 of 10)",400449,NM_004598,SPOCK1,NM_004598,,,SPOCK1,,,
13015,2729,chr10,135051942,135051999,+,0,,"intron (NM_014468, intron 1 of 2)","-intron (NM_014468, intron 1 of 2)",562,NM_014468,VENTX,NM_014468,,,VENTX,,,
13016,7102,chr14,100626032,100626092,+,0,,promoter-TSS (NM_206918),-promoter-TSS (NM_206918),-50,NM_206918,DEGS2,NM_206918,,,DEGS2,,,
13017,16783,chr21,33871760,33871848,+,0,,"intron (NM_058187, intron 5 of 7)","-intron (NM_058187, intron 5 of 7)",86041,NM_144659,TCP10L,NM_144659,,,TCP10L,,,
13018,4039,chr11,2143509,2143604,+,0,,Intergenic,Intergenic,11883,NR_030158,MIR483,NR_030158,,,MIR483,,,
13019,10871,chr17,49746458,49746517,+,0,,"intron (NM_020178, intron 4 of 8)","-intron (NM_001082533, intron 5 of 9)",408590,NM_016001,UTP18,NM_016001,,,UTP18,,,
13020,23947,chr7,144098324,144098372,+,0,,"exon (NM_001080413, exon 4 of 10)","-exon (NM_001080413, exon 4 of 10)",8972,NM_001080413,NOBOX,NM_001080413,,,NOBOX,,,
13021,17771,chr22,48972220,48972394,+,0,,"exon (NM_015381, exon 1 of 4)","-exon (NM_015381, exon 1 of 4)",189,NM_015381,FAM19A5,NM_001082967,,,FAM19A5,,,
13022,28157,chrX,1497480,1497519,+,0,,"intron (NM_002183, intron 9 of 11)","-intron (NM_002183, intron 9 of 11)",13540,NM_001636,SLC25A6,NM_001636,,,SLC25A6,,,
13023,13008,chr19,3801982,3802143,+,0,,promoter-TSS (NM_002378),-promoter-TSS (NM_002378),-252,NM_002378,MATK,NM_139354,,,MATK,,,
13024,10607,chr17,36718829,36718891,+,0,,"intron (NM_025248, intron 6 of 18)","-intron (NM_025248, intron 6 of 18)",43323,NM_025248,SRCIN1,NM_025248,,,SRCIN1,,,
13025,25295,chr8,118413774,118413840,+,0,,Intergenic,Intergenic,-119158,NM_080651,MED30,NM_080651,,,MED30,,,
13026,12546,chr19,20248357,20248498,+,0,,Intergenic,Intergenic,-29596,NM_052852,ZNF486,NM_052852,,,ZNF486,,,
13027,277,chr1,148854015,148854153,+,0,,Intergenic,Intergenic,48069,NM_001164262_1,PPIAL4F,NM_001164262,,,PPIAL4F,,,
13028,13136,chr19,41018898,41018949,+,0,,"exon (NM_020971, exon 14 of 36)","-exon (NM_020971, exon 14 of 36)",-17472,NM_025213,SPTBN4,NM_020971,,,SPTBN4,,,
13029,11437,chr17,78466639,78466805,+,0,,Intergenic,Intergenic,-16318,NM_002522,NPTX1,NM_002522,,,NPTX1,,,
13030,23433,chr6,65391509,65391647,+,0,,"intron (NM_001142800, intron 22 of 42)","-intron (NM_001142800, intron 22 of 42)",898119,NM_198283,EYS,NM_198283,,,EYS,,,
13031,23220,chr6,38844881,38844945,+,0,,"intron (NM_001206927, intron 53 of 92)","-intron (NM_001206927, intron 53 of 92)",75970,NR_038401,LOC100131047,NR_038401,,,LOC100131047,,,
13032,22036,chr5,43007221,43007324,+,0,,Intergenic,Intergenic,11641,NR_034086,LOC648987,NR_034085,,,LOC648987,,,
13033,10359,chr17,19436924,19437088,+,0,,promoter-TSS (NM_018242),-promoter-TSS (NM_018242),-161,NM_018242,SLC47A1,NM_018242,,,SLC47A1,,,
13034,2452,chr10,131766750,131766873,+,0,,Intergenic,Intergenic,-4720,NM_001005463,EBF3,NM_001005463,,,EBF3,,,
13035,19981,chr4,25970607,25970672,+,0,,Intergenic,Intergenic,54825,NM_001145432,C4orf52,NM_001145432,,,C4orf52,,,
13036,11429,chr17,78430512,78430565,+,0,,Intergenic,Intergenic,19866,NM_002522,NPTX1,NM_002522,,,NPTX1,,,
13037,27856,chr9,96106282,96106331,+,0,,"intron (NM_001098808, intron 1 of 4)","-intron (NM_001098808, intron 1 of 4)",2390,NM_001098808,C9orf129,NM_001098808,,,C9orf129,,,
13038,25938,chr8,22561354,22561474,+,0,,Intergenic,Intergenic,-10599,NM_004430,EGR3,NM_001199880,,,EGR3,,,
13039,1457,chr1,3274166,3274261,+,0,,"intron (NM_199454, intron 3 of 16)","-intron (NM_022114, intron 3 of 16)",-96934,NM_014448,ARHGEF16,NM_014448,,,ARHGEF16,,,
13040,8315,chr15,62456073,62456149,+,0,,"exon (NM_001007595, exon 2 of 2)","-exon (NM_001007595, exon 2 of 2)",1371,NM_001007595,C2CD4B,NM_001007595,,,C2CD4B,,,
13041,25164,chr8,108292590,108292662,+,0,,"intron (NM_001199859, intron 7 of 8)","-intron (NM_001146, intron 7 of 8)",217628,NM_001146,ANGPT1,NM_001199859,,,ANGPT1,,,
13042,19490,chr4,143818712,143818770,+,0,,Intergenic,Intergenic,-51137,NM_001101669,INPP4B,NM_003866,,,INPP4B,,,
13043,28759,chrY,13487475,13487521,+,0,,Intergenic,Intergenic,1045891,NR_033667,GYG2P1,NR_033667,,,GYG2P1,,,
13044,24091,chr7,152210266,152210332,+,0,,Intergenic,Intergenic,49090,NR_027387,LOC100128822,NR_027387,,,LOC100128822,,,
13045,15971,chr20,34555265,34555331,+,0,,Intergenic,Intergenic,-1231,NM_080834,C20orf152,NM_001207076,,,C20orf152,,,
13046,13809,chr19,56558000,56558066,+,0,,"intron (NM_153447, intron 11 of 14)","-intron (NM_153447, intron 11 of 14)",46941,NM_153447,NLRP5,NM_153447,,,NLRP5,,,
13047,17373,chr22,32379225,32379358,+,0,,Intergenic,Intergenic,-37955,NM_015372,C22orf24,NM_015372,,,C22orf24,,,
13048,9079,chr16,22825791,22825884,+,0,,promoter-TSS (NM_006043),-promoter-TSS (NM_006043),-23,NM_006043,HS3ST2,NM_006043,,,HS3ST2,,,
13049,1413,chr1,31320409,31320456,+,0,,Intergenic,Intergenic,61048,NM_014654,SDC3,NM_014654,,,SDC3,,,
13050,24841,chr7,57485502,57485542,+,0,,Intergenic,Intergenic,12791,NR_036102,MIR3147,NR_036102,,,MIR3147,,,
13051,2757,chr10,1443546,1443634,+,0,,"intron (NM_018702, intron 1 of 9)","-intron (NM_018702, intron 1 of 9)",-125235,NR_033387,ADARB2-AS1,NR_033387,,,ADARB2-AS1,,,
13052,27659,chr9,77113474,77113517,+,0,,"intron (NM_006914, intron 1 of 9)","-intron (NM_006914, intron 1 of 9)",1243,NM_006914,RORB,NM_006914,,,RORB,,,
13053,21656,chr5,178763073,178763172,+,0,,"intron (NM_021599, intron 2 of 10)","-intron (NM_014244, intron 2 of 21)",9309,NM_014244,ADAMTS2,NM_014244,,,ADAMTS2,,,
13054,19821,chr4,184827788,184827852,+,0,,"exon (NM_020225, exon 1 of 4)","-exon (NM_020225, exon 1 of 4)",1311,NM_020225,STOX2,NM_020225,,,STOX2,,,
13055,7187,chr14,104552105,104552154,+,0,,"exon (NM_001080464, exon 1 of 16)","-exon (NM_001080464, exon 1 of 16)",106,NM_001080464,ASPG,NM_001080464,,,ASPG,,,
13056,12662,chr19,23945997,23946097,+,0,,"intron (NR_003662, intron 1 of 3)","-intron (NR_003662, intron 1 of 3)",231,NR_003662,RPSAP58,NR_003662,,,RPSAP58,,,
13057,12176,chr19,1289712,1289859,+,0,,"intron (NM_001405, intron 1 of 3)","-intron (NM_001405, intron 1 of 3)",3632,NM_001405,EFNA2,NM_001405,,,EFNA2,,,
13058,17785,chr22,49042038,49042111,+,0,,"intron (NM_015381, intron 1 of 3)","-intron (NM_001082967, intron 1 of 3)",69956,NM_015381,FAM19A5,NM_001082967,,,FAM19A5,,,
13059,16035,chr20,39319206,39319343,+,0,,Intergenic,Intergenic,-1398,NM_005461,MAFB,NM_005461,,,MAFB,,,
13060,25422,chr8,136347670,136347734,+,0,,Intergenic,Intergenic,101328,NR_026706,LOC286094,NR_026706,,,LOC286094,,,
13061,17553,chr22,42721021,42721100,+,0,,Intergenic,Intergenic,55301,NR_036498,LOC388906,NR_036498,,,LOC388906,,,
13062,16167,chr20,48973589,48973652,+,0,,Intergenic,Intergenic,64363,NR_034124,LOC284751,NR_034124,,,LOC284751,,,
13063,7285,chr14,105013105,105013227,+,0,,Intergenic,Intergenic,-32890,NM_001008404,C14orf180,NM_001008404,,,C14orf180,,,
13064,28228,chrX,153640558,153640662,+,0,,promoter-TSS (NM_001009932),-promoter-TSS (NM_001009932),-183,NM_001009934,DNASE1L1,NM_001009932,,,DNASE1L1,,,
13065,18443,chr3,15530880,15530931,+,0,,"intron (NM_080538, intron 2 of 16)","-intron (NM_005677, intron 2 of 16)",6910,NR_036232,MIR4270,NR_036232,,,MIR4270,,,
13066,13630,chr19,5316862,5316915,+,0,,"intron (NM_130855, intron 1 of 29)","-intron (NM_002850, intron 1 of 37)",23926,NM_130855,PTPRS,NM_130853,,,PTPRS,,,
13067,27524,chr9,33811392,33811458,+,0,,Intergenic,Intergenic,-5757,NM_017811,UBE2R2,NM_017811,,,UBE2R2,,,
13068,26688,chr9,122632515,122632641,+,0,,Intergenic,Intergenic,374750,NR_029604,MIR147A,NR_029604,,,MIR147A,,,
13069,2446,chr10,131586694,131586732,+,0,,Intergenic,Intergenic,54925,NR_036179,MIR4297,NR_036179,,,MIR4297,,,
13070,1334,chr1,29214376,29214506,+,0,,"intron (NM_004437, intron 1 of 18)","-intron (NM_001166005, intron 1 of 20)",838,NM_001166007,EPB41,NM_203343,,,EPB41,,,
13071,3749,chr11,126872996,126873091,+,0,,"exon (NR_040078, exon 1 of 3)","-exon (NR_040078, exon 1 of 3)",238,NR_040078,KIRREL3-AS3,NR_040078,,,KIRREL3-AS3,,,
13072,28113,chrX,139385217,139385351,+,0,,Intergenic,Intergenic,201941,NM_005634,SOX3,NM_005634,,,SOX3,,,
13073,22093,chr5,506179,506323,+,0,,"intron (NM_004174, intron 1 of 16)","-intron (NM_004174, intron 1 of 16)",18298,NM_004174,SLC9A3,NM_004174,,,SLC9A3,,,
13074,28367,chrX,3228764,3228871,+,0,,"exon (NM_015419, exon 7 of 7)","-exon (NM_015419, exon 7 of 7)",35867,NM_015419,MXRA5,NM_015419,,,MXRA5,,,
13075,9174,chr16,29232055,29232110,+,0,,Intergenic,Intergenic,-81526,NR_002939,SNX29P2,NR_002939,,,SNX29P2,,,
13076,25439,chr8,1390829,1390880,+,0,,Intergenic,Intergenic,-58715,NM_004745,DLGAP2,NM_004745,,,DLGAP2,,,
13077,2988,chr10,43574333,43574441,+,0,,"intron (NM_020975, intron 1 of 19)","-intron (NM_020630, intron 1 of 18)",1870,NM_020975,RET,NM_020975,,,RET,,,
13078,16120,chr20,46391613,46391732,+,0,,"intron (NM_198596, intron 1 of 20)","-intron (NM_001161841, intron 1 of 20)",23136,NM_018837,SULF2,NM_001161841,,,SULF2,,,
13079,17902,chr22,50053698,50053830,+,0,,Intergenic,Intergenic,-2574,NR_026997,C22orf34,NR_026997,,,C22orf34,,,
13080,22531,chr6,142789173,142789233,+,0,,Intergenic,Intergenic,166147,NM_020455,GPR126,NM_001032394,,,GPR126,,,
13081,16797,chr21,34773628,34773760,+,0,,Intergenic,Intergenic,-1508,NM_005534,IFNGR2,NM_005534,,,IFNGR2,,,
13082,9198,chr16,30036672,30036717,+,0,,TTS (NM_001109659),-TTS (NM_001109659),2039,NM_001109660,C16orf92,NM_001109660,,,C16orf92,,,
13083,3060,chr10,48390370,48390460,+,0,,"exon (NM_002900, exon 1 of 4)","-exon (NM_002900, exon 1 of 4)",576,NM_002900,RBP3,NM_002900,,,RBP3,,,
13084,4583,chr11,66169449,66169515,+,0,,Intergenic,Intergenic,-18993,NM_178864,NPAS4,NM_178864,,,NPAS4,,,
13085,9020,chr16,1934802,1934868,+,0,,promoter-TSS (NR_033914),-promoter-TSS (NR_033914),-603,NR_033914,LINC00254,NR_033914,,,LINC00254,,,
13086,2700,chr10,134974868,134974928,+,0,,"intron (NM_152643, intron 1 of 29)","-intron (NM_152643, intron 1 of 29)",927,NM_152643,KNDC1,NM_152643,,,KNDC1,,,
13087,4434,chr11,61266996,61267061,+,0,,Intergenic,Intergenic,-9040,NR_039708,MIR4488,NR_039708,,,MIR4488,,,
13088,5217,chr12,118205087,118205165,+,0,,"intron (NM_173598, intron 3 of 19)","-intron (NM_173598, intron 3 of 19)",200902,NM_173598,KSR2,NM_173598,,,KSR2,,,
13089,21824,chr5,22418716,22418849,+,0,,"intron (NM_004061, intron 2 of 14)","-intron (NM_004061, intron 2 of 14)",276321,NR_003921,PMCHL1,NR_003921,,,PMCHL1,,,
13090,7213,chr14,104637166,104637218,+,0,,"intron (NM_015656, intron 5 of 14)","-intron (NM_015656, intron 5 of 14)",32132,NM_015656,KIF26A,NM_015656,,,KIF26A,,,
13091,22697,chr6,164066667,164066769,+,0,,Intergenic,Intergenic,231043,NM_206853,QKI,NM_206855,,,QKI,,,
13092,28017,chrX,1234037,1234103,+,0,,Intergenic,Intergenic,97457,NM_001012288,CRLF2,NM_022148_1,,,CRLF2,,,
13093,4148,chr11,27741917,27741976,+,0,,promoter-TSS (NM_001143807),-promoter-TSS (NM_001143807),380,NM_170732,BDNF,NM_170732,,,BDNF,,,
13094,8085,chr15,27017470,27017509,+,0,,"intron (NM_021912, intron 3 of 8)","-intron (NM_000814, intron 3 of 8)",734,NM_000814,GABRB3,NM_001191321,,,GABRB3,,,
13095,15559,chr2,71114783,71114845,+,0,,Intergenic,Intergenic,-12906,NM_012476,VAX2,NM_012476,,,VAX2,,,
13096,14122,chr2,102578966,102579032,+,0,,Intergenic,Intergenic,-29307,NM_004633,IL1R2,NM_173343,,,IL1R2,,,
13097,25232,chr8,113047986,113048052,+,0,,Intergenic,Intergenic,-607703,NR_031745,MIR2053,NR_031745,,,MIR2053,,,
13098,27129,chr9,138268103,138268259,+,0,,Intergenic,Intergenic,95914,NR_038969,LOC100506599,NR_038969,,,LOC100506599,,,
13099,7979,chr15,100527023,100527079,+,0,,"intron (NM_139057, intron 20 of 21)","-intron (NM_139057, intron 20 of 21)",-179919,NR_003260,DNM1P46,NR_003260,,,DNM1P46,,,
13100,20611,chr4,8863339,8863387,+,0,,Intergenic,Intergenic,10180,NM_018942,HMX1,NM_018942,,,HMX1,,,
13101,17607,chr22,44320359,44320426,+,0,,"intron (NM_025225, intron 1 of 8)","-intron (NM_025225, intron 1 of 8)",773,NM_025225,PNPLA3,NM_025225,,,PNPLA3,,,
13102,7802,chr14,84565796,84565839,+,0,,Intergenic,Intergenic,-1430671,NM_013231,FLRT2,NM_013231,,,FLRT2,,,
13103,20132,chr4,38478208,38478303,+,0,,Intergenic,Intergenic,-187535,NM_016531,KLF3,NM_016531,,,KLF3,,,
13104,6860,chr13,53420657,53420735,+,0,,"exon (NM_002590, exon 1 of 3)","-exon (NM_002590, exon 1 of 3)",2079,NM_002590,PCDH8,NM_002590,,,PCDH8,,,
13105,24119,chr7,154254398,154254440,+,0,,"intron (NM_130797, intron 4 of 25)","-intron (NM_001039350, intron 4 of 25)",252072,NM_001936,DPP6,NM_001039350,,,DPP6,,,
13106,3274,chr10,7702621,7702775,+,0,,"intron (NM_030569, intron 1 of 14)","-intron (NM_001001851, intron 1 of 11)",6263,NM_030569,ITIH5,NM_001001851,,,ITIH5,,,
13107,6686,chr13,21005475,21005568,+,0,,"intron (NM_015974, intron 5 of 7)","-intron (NM_015974, intron 5 of 7)",2464,NR_039721,MIR4499,NR_039721,,,MIR4499,,,
13108,5573,chr12,132314539,132314642,+,0,,"intron (NM_016155, intron 1 of 9)","-intron (NM_016155, intron 1 of 9)",1649,NM_016155,MMP17,NM_016155,,,MMP17,,,
13109,3696,chr11,122452154,122452204,+,0,,Intergenic,Intergenic,-74219,NM_032873,UBASH3B,NM_032873,,,UBASH3B,,,
13110,11322,chr17,77147258,77147362,+,0,,"intron (NM_001082575, intron 3 of 13)","-intron (NM_001082575, intron 3 of 13)",76291,NM_001042573,ENGASE,NM_001042573,,,ENGASE,,,
13111,16588,chr20,62369657,62369728,+,0,,"exon (NM_017806, exon 5 of 6)","-exon (NM_017806, exon 5 of 6)",-1519,NM_020062,SLC2A4RG,NM_020062,,,SLC2A4RG,,,
13112,25391,chr8,131058370,131058486,+,0,,Intergenic,Intergenic,-29531,NR_046361,FAM49B,NR_046361,,,FAM49B,,,
13113,759,chr1,193908869,193909020,+,0,,Intergenic,Intergenic,-753201,NM_003783,B3GALT2,NM_003783,,,B3GALT2,,,
13114,63,chr1,1091716,1091754,+,0,,Intergenic,Intergenic,-10749,NR_029639,MIR200B,NR_029639,,,MIR200B,,,
13115,10374,chr17,21282545,21282584,+,0,,"intron (NM_021012, intron 1 of 2)","-intron (NM_021012, intron 1 of 2)",2865,NM_021012,KCNJ12,NM_021012,,,KCNJ12,,,
13116,2993,chr10,43725412,43725452,+,0,,"intron (NM_145313, intron 1 of 12)","-intron (NM_145313, intron 1 of 12)",36935,NM_145313,RASGEF1A,NM_145313,,,RASGEF1A,,,
13117,15140,chr2,240734972,240735018,+,0,,Intergenic,Intergenic,50441,NR_037808,LOC150935,NR_037808,,,LOC150935,,,
13118,10850,chr17,48171868,48171916,+,0,,promoter-TSS (NM_001199898),-promoter-TSS (NM_001199898),-209,NM_001199898,PDK2,NM_001199899,,,PDK2,,,
13119,11512,chr17,79433867,79434003,+,0,,TTS (NM_001080519),-TTS (NM_001080519),-15721,NR_036152,MIR3186,NR_036152,,,MIR3186,,,
13120,7,chr1,100917894,100917991,+,0,,"intron (NM_033313, intron 7 of 10)","-intron (NM_003672, intron 7 of 15)",-85786,NM_022049,GPR88,NM_022049,,,GPR88,,,
13121,10715,chr17,42248789,42248854,+,0,,"intron (NM_080863, intron 1 of 4)","-intron (NM_080863, intron 1 of 4)",747,NM_080863,ASB16,NM_080863,,,ASB16,,,
13122,11643,chr18,10205335,10205386,+,0,,Intergenic,Intergenic,-249265,NM_153000,APCDD1,NM_153000,,,APCDD1,,,
13123,20522,chr4,81188409,81188470,+,0,,"intron (NM_033143, intron 1 of 1)","-intron (NM_004464, intron 1 of 2)",697,NM_033143,FGF5,NM_033143,,,FGF5,,,
13124,26606,chr9,105999967,106000106,+,0,,Intergenic,Intergenic,242443,NM_001340,CYLC2,NM_001340,,,CYLC2,,,
13125,8817,chr16,1128279,1128381,+,0,,promoter-TSS (NM_001053),-promoter-TSS (NM_001053),401,NR_027242,LOC146336,NR_027242,,,LOC146336,,,
13126,10962,chr17,61616161,61616208,+,0,,"intron (NM_173092, intron 9 of 14)","-intron (NM_030779, intron 8 of 13)",-11638,NM_005828,DCAF7,NM_005828,,,DCAF7,,,
13127,7153,chr14,102060182,102060242,+,0,,Intergenic,Intergenic,32524,NM_001362,DIO3,NM_001362,,,DIO3,,,
13128,12660,chr19,23894133,23894199,+,0,,Intergenic,Intergenic,-24149,NM_138330,ZNF675,NM_138330,,,ZNF675,,,
13129,4366,chr11,494658,494739,+,0,,"exon (NM_002939, exon 11 of 11)","-exon (NM_002939, exon 11 of 11)",12123,NM_203384,RNH1,NM_203388,,,RNH1,,,
13130,9501,chr16,55689828,55689884,+,0,,promoter-TSS (NM_001043),-promoter-TSS (NM_001043),314,NM_001172501,SLC6A2,NM_001172502,,,SLC6A2,,,
13131,26936,chr9,136075120,136075248,+,0,,Intergenic,Intergenic,9444,NM_014581,OBP2B,NM_014581,,,OBP2B,,,
13132,3430,chr10,97320333,97320452,+,0,,"intron (NM_024991, intron 1 of 25)","-intron (NM_015385, intron 1 of 24)",779,NM_015385,SORBS1,NM_001034954,,,SORBS1,,,
13133,26700,chr9,124344399,124344499,+,0,,"intron (NM_032552, intron 1 of 16)","-intron (NM_032552, intron 1 of 16)",15050,NM_032552,DAB2IP,NM_032552,,,DAB2IP,,,
13134,7011,chr13,88325277,88325315,+,0,,"intron (NM_015567, intron 1 of 1)","-intron (NM_015567, intron 1 of 1)",426,NM_015567,SLITRK5,NM_015567,,,SLITRK5,,,
13135,27840,chr9,95926870,95926913,+,0,,Intergenic,Intergenic,-20321,NM_006648,WNK2,NM_006648,,,WNK2,,,
13136,23118,chr6,32168997,32169082,+,0,,"exon (NM_004557, exon 22 of 30)","-exon (NM_004557, exon 22 of 30)",-5739,NM_022107_6,GPSM3,NM_022107,,,GPSM3,,,
13137,24777,chr7,54614054,54614154,+,0,,"intron (NM_182546, intron 2 of 4)","-intron (NM_182546, intron 2 of 4)",4085,NM_182546,VSTM2A,NM_182546,,,VSTM2A,,,
13138,3743,chr11,126388299,126388345,+,0,,"intron (NM_032531, intron 4 of 16)","-intron (NM_001161707, intron 4 of 13)",112245,NM_001254759,ST3GAL4,NM_001254757,,,ST3GAL4,,,
13139,3276,chr10,77159555,77159599,+,0,,"exon (NM_032772, exon 2 of 2)","-exon (NM_032772, exon 2 of 2)",-1709,NR_024421,ZNF503-AS2,NR_024421,,,ZNF503-AS2,,,
13140,7578,chr14,43731303,43731367,+,0,,Intergenic,Intergenic,1245164,NM_032135,FSCB,NM_032135,,,FSCB,,,
13141,7635,chr14,57275009,57275139,+,0,,"intron (NM_021728, intron 2 of 4)","-intron (NM_021728, intron 2 of 4)",2110,NM_021728,OTX2,NM_021728,,,OTX2,,,
13142,3887,chr11,1476484,1476609,+,0,,"intron (NR_046332, intron 16 of 19)","-intron (NM_001256627, intron 16 of 19)",31402,NM_001172223,MOB2,NM_001172223,,,MOB2,,,
13143,682,chr1,188810589,188810628,+,0,,Intergenic,Intergenic,1636151,NM_199051,FAM5C,NM_199051,,,FAM5C,,,
13144,11346,chr17,77215979,77216107,+,0,,"intron (NM_001082575, intron 3 of 13)","-intron (NM_001082575, intron 3 of 13)",145024,NM_001042573,ENGASE,NM_001042573,,,ENGASE,,,
13145,7576,chr14,42476072,42476138,+,0,,Intergenic,Intergenic,399341,NM_152447,LRFN5,NM_152447,,,LRFN5,,,
13146,17994,chr22,51194984,51195081,+,0,,promoter-TSS (NR_026981),-promoter-TSS (NR_026981),-482,NR_026981,RPL23AP82,NR_026981,,,RPL23AP82,,,
13147,10826,chr17,46806764,46806803,+,0,,promoter-TSS (NM_006361),-promoter-TSS (NM_006361),-672,NM_006361,HOXB13,NM_006361,,,HOXB13,,,
13148,4290,chr11,44337857,44338025,+,0,,Intergenic,Intergenic,-6225,NM_021926,ALX4,NM_021926,,,ALX4,,,
13149,6405,chr13,100622365,100622440,+,0,,"exon (NM_033132, exon 1 of 2)","-exon (NM_033132, exon 1 of 2)",1776,NM_033132,ZIC5,NM_033132,,,ZIC5,,,
13150,14019,chr19,821657,821724,+,0,,"intron (NM_024888, intron 1 of 6)","-intron (NM_024888, intron 1 of 6)",262,NM_024888,LPPR3,NM_024888,,,LPPR3,,,
13151,27748,chr9,87284682,87284743,+,0,,promoter-TSS (NM_001007097),-promoter-TSS (NM_001007097),86,NM_001007097,NTRK2,NM_001018066,,,NTRK2,,,
